Location Description,Node Id,Sample Time,Onboard Temperature, Onboard Battery,Channel,Sensor Model,Sensor Type,Offset,Value,Units,
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 16:00,33.27,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.638,V,1
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 16:05,33.11,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.662,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 16:10,33.74,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.651,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 16:15,33.74,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.657,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 16:20,32.95,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.657,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 16:35,33.11,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.655,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 16:50,32.47,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.657,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 17:05,31.68,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.66,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 17:20,31.68,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.656,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 17:35,31.52,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.654,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 17:50,31.04,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.655,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 18:05,30.72,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.655,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 18:20,30.56,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.651,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 18:35,29.93,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.651,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 18:50,29.77,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.653,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 19:05,28.97,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.656,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 19:20,29.29,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.656,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 19:35,29.45,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.655,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 19:50,29.29,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.655,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 20:05,29.13,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.651,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 20:20,29.13,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.656,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 20:35,28.66,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.658,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 20:50,29.13,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.657,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 21:05,28.81,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.653,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 21:20,28.97,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.656,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 21:35,28.97,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.655,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 21:50,28.81,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.657,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 22:05,28.66,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.651,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 22:20,28.97,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.653,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 22:35,28.5,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.656,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 22:50,28.81,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.657,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 23:05,28.5,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.655,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 23:20,28.18,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.656,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 23:35,28.5,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.655,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/26/2025 23:50,27.7,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.649,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 0:05,28.34,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.653,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 0:20,28.18,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.652,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 0:35,27.07,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.653,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 0:50,27.07,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.649,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 1:05,27.23,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.653,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 1:20,27.38,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.65,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 1:35,27.7,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.65,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 1:50,27.38,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.656,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 2:05,27.7,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.651,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 2:20,27.23,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.65,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 2:35,27.23,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.655,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 2:50,26.43,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.654,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 3:05,26.75,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.651,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 3:20,26.75,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.65,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 3:35,26.27,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.649,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 3:50,26.43,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.65,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 4:05,25.95,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.649,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 4:20,25.32,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.647,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 4:35,25,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.649,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 4:50,24.53,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.64,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 5:05,24.06,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.65,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 5:20,24.22,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.647,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 5:35,23.74,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.646,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 5:50,23.74,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.648,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 6:05,23.74,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.648,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 6:20,23.9,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.647,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 6:35,23.42,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.647,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 6:50,23.58,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.6,V,1
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 7:00,23.9,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.645,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 7:15,24.22,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.645,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 7:30,24.22,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.644,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 7:45,24.53,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.646,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 8:00,24.69,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.646,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 8:15,25.48,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.646,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 8:30,25.64,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.645,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 8:45,26.75,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.647,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 9:00,26.91,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.648,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 9:15,27.54,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.651,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 9:30,28.66,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.653,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 9:45,29.93,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.653,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 10:00,31.36,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.657,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 10:15,32.79,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.655,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 10:30,33.27,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.662,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 10:45,34.7,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.658,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 11:00,34.06,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.661,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 11:15,34.22,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.658,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 11:30,34.7,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.66,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 11:45,34.38,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.655,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 12:00,33.74,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.66,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 12:15,34.38,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.658,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 12:30,33.74,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.656,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 12:45,33.11,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.658,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 13:00,33.11,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.657,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 13:15,33.11,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.657,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 13:30,33.11,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.659,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 13:45,33.74,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.655,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 14:00,34.54,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.654,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 14:15,34.54,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.655,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 14:30,34.38,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.657,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 14:45,34.22,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.658,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 15:00,34.06,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.652,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 15:15,33.42,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.658,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 15:30,33.74,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.657,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 15:45,32.79,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.662,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 16:00,32.31,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.655,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 16:15,32.15,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.659,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 16:30,31.68,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.658,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 16:45,31.83,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.655,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 17:00,31.52,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.657,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 17:15,30.4,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.655,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 17:30,29.77,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.652,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 17:45,28.97,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.653,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 18:15,25.79,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.649,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 18:30,25.48,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.653,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 18:45,25.16,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.648,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 19:00,25.32,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.649,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 19:15,24.85,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.651,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 19:30,25,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.646,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 19:45,25.16,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.651,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 21:45,25,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.636,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 22:45,24.85,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.636,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 23:00,24.69,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.638,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 23:15,24.53,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.643,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 23:30,24.69,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.644,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/27/2025 23:45,25,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.64,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 0:45,24.37,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.636,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 1:00,24.37,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.647,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 1:15,24.37,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.64,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 1:30,24.06,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.641,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 1:45,24.22,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.646,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 2:00,24.22,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.643,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 2:15,24.22,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.643,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 2:30,24.22,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.645,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 2:45,24.53,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.646,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 3:00,24.06,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.644,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 3:15,24.85,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.64,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 3:30,24.53,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.642,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 3:45,24.37,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.644,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 4:00,24.22,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.647,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 4:15,24.85,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.646,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 4:30,24.69,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.644,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 4:45,24.53,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.645,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 5:00,24.69,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.647,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 5:15,24.53,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.647,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 5:30,25.32,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.642,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 5:45,25,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.644,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 6:00,25,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.646,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 6:15,24.85,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.644,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 6:30,25,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.644,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 6:45,25,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.645,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 7:00,25.16,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.651,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 7:15,25.79,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.646,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 7:30,26.43,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.646,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 7:45,26.59,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.645,V,0
IX-Tilt-Demo 2,00:1B:C5:0A:A0:01:3C:C9,9/28/2025 8:00,26.91,0,0,FM3 Battery Voltage,FM3 Onboard Battery Voltage,0,3.644,V,0
